ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53374316.jpg 624,218,780,258,0 623,293,914,334,1 620,437,975,476,2 623,513,715,551,3 752,516,882,555,4 623,597,973,640,5 623,667,979,709,6 201,777,1553,844,8 201,855,1555,920,9 1118,164,1350,208,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53398419.jpg 901,309,1103,375,0 896,434,1315,520,1 925,702,1583,794,2 925,862,1057,930,3 1146,855,1471,921,4 931,1000,1587,1086,5 934,1136,1587,1209,6 315,1314,2560,1432,8 315,1446,2546,1551,9 1796,175,2182,263,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53439782.jpg 1045,333,1315,394,0 1038,444,1429,518,1 1047,702,1675,773,2 1045,835,1178,904,3 1284,838,1581,901,4 1052,968,1682,1041,5 1052,1096,1692,1186,6 256,1273,2654,1402,8 258,1411,2650,1546,9 1872,231,2287,316,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SENE1.jpg 1806,1625,2216,1683,0 2548,1522,2983,1586,7 1792,1722,2216,1779,1 1771,1936,2369,2003,2 1774,2060,1931,2121,3 1974,2060,2330,2132,4 1756,2189,2359,2260,6 1742,2317,2362,2410,6 1097,2471,3393,2624,8 1097,2638,3393,2802,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54884687.jpg 914,337,1307,394,0 1741,261,2140,324,7 914,441,1280,504,1 877,671,1559,750,2 868,807,997,868,3 1098,805,1601,877,4 848,947,1550,1035,5 846,1083,1548,1189,6 21,1296,2555,1435,8 21,1450,2560,1614,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SN4.jpg 601,1685,818,1734,0 598,1770,935,1825,1 593,1960,1096,2012,2 598,2062,686,2109,3 739,2065,1093,2112,4 1157,1603,1471,1658,7 587,2159,1102,2214,5 598,2261,1119,2325,6 110,2375,1760,2466,8 107,2481,1766,2557,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SENE5.jpg 785,604,968,644,0 780,670,982,710,1 785,814,1162,852,2 786,887,869,929,3 901,889,1071,932,4 785,963,1128,1008,5 785,1035,1142,1086,6 377,1153,1671,1212,8 374,1222,1674,1293,9 1246,559,1507,597,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54818892.jpg 811,559,1120,623,0 813,675,1135,750,1 809,941,1537,1009,2 813,1086,905,1156,3 1030,1079,1337,1156,4 802,1233,1465,1305,5 800,1373,1467,1452,6 19,1582,2560,1702,8 19,1715,2560,1862,9 1666,445,2213,537,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SENE6.jpg 587,1477,800,1521,0 581,1562,1251,1623,1 595,1758,1102,1813,2 590,1869,680,1916,3 745,1869,982,1922,4 590,1969,1105,2027,5 595,2065,1116,2129,6 83,2194,1831,2279,8 80,2293,1836,2390,9 1198,1372,1538,1427,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54861010.jpg 887,441,1078,483,0 892,506,1069,545,1 899,647,1218,690,2 886,718,956,753,3 1000,721,1176,766,4 877,793,1213,843,5 881,865,1218,911,6 466,961,1669,1032,8 465,1045,1666,1109,9 1312,410,1496,450,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54873514.jpg 623,939,764,992,0 620,1030,941,1086,1 640,1230,1100,1289,2 637,1333,726,1380,3 794,1333,982,1389,4 637,1436,1115,1492,5 635,1527,1118,1592,6 1271,836,1612,897,7 40,1657,1857,1763,8 40,1784,1851,1890,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53493092.jpg 837,391,1183,453,0 837,515,1199,584,1 1707,282,2083,366,7 837,779,1474,848,2 834,922,965,997,3 1063,922,1456,1001,4 828,1070,1470,1157,5 832,1204,1467,1293,6 61,1388,2447,1512,8 64,1521,2449,1650,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54857968.jpg 698,1342,844,1383,0 698,1410,955,1454,1 689,1556,1093,1600,2 1184,1290,1386,1331,7 704,1638,771,1688,3 824,1638,967,1691,4 692,1720,1116,1767,5 689,1802,1119,1857,6 250,1933,1684,1986,8 250,2007,1684,2080,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53512135.jpg 352,258,439,284,0 353,306,486,330,1 348,404,616,431,2 352,457,399,483,3 434,456,670,483,4 346,511,584,541,5 347,564,588,594,6 673,216,825,249,7 69,636,991,680,8 68,687,991,734,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SN11.jpg 829,350,1070,402,0 825,454,1121,510,1 827,685,1381,737,2 836,806,942,869,3 1018,804,1353,860,4 836,925,1414,994,5 838,1046,1414,1126,6 180,1198,2256,1312,8 178,1320,2266,1436,9 1596,233,1968,298,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53338695.jpg 1381,965,1711,1023,0 1381,1079,2004,1147,1 1384,1312,1960,1379,2 1389,1429,1481,1488,3 1585,1438,1901,1496,4 1386,1558,1993,1625,5 1389,1670,1993,1748,6 779,1821,2883,1936,8 782,1950,2891,2078,9 2122,881,2516,940,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SENE2.jpg 535,1210,739,1242,0 537,1280,813,1317,1 1010,1128,1263,1167,7 540,1432,924,1474,2 540,1509,628,1544,3 540,1579,945,1619,5 666,1504,1045,1537,4 540,1654,956,1699,6 173,1743,1475,1811,8 174,1820,1477,1884,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/55119313.jpg 716,223,923,268,0 712,304,1000,351,1 709,475,1128,525,2 711,563,798,604,3 854,564,1026,609,4 708,657,1123,704,5 703,737,1127,792,6 243,837,1707,922,8 245,931,1708,1021,9 1270,161,1527,209,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54893762.jpg 543,1574,724,1614,0 540,1658,736,1705,1 522,1837,950,1881,2 522,1933,610,1980,3 666,1933,953,1986,4 516,2033,1035,2088,5 516,2126,1026,2194,6 1099,1495,1374,1544,7 16,2261,1690,2349,8 16,2369,1696,2472,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54930849.jpg 842,305,1208,377,0 837,423,1173,482,1 831,691,1486,761,2 835,831,978,901,3 1063,831,1642,912,4 831,976,1506,1053,5 833,1108,1511,1189,6 56,1329,2439,1432,8 56,1450,2441,1568,9 1686,217,2098,280,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54893663.jpg 1142,1178,1331,1213,0 1144,1241,1298,1279,1 1565,1125,1787,1165,7 1140,1375,1475,1417,2 1131,1448,1210,1483,3 1254,1448,1482,1487,4 1129,1527,1467,1573,5 1129,1597,1478,1652,6 745,1711,2033,1770,8 743,1786,2037,1854,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54792379.jpg 1261,385,1559,456,0 1256,511,1476,591,1 1246,788,1920,868,2 1246,935,1381,1006,3 1479,937,1780,1018,4 1249,1084,1879,1167,5 1249,1219,1884,1311,6 521,1390,3007,1546,8 521,1558,3010,1714,9 2159,272,2595,392,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SENE4.jpg 623,1372,888,1421,0 628,1451,1119,1512,1 619,1655,1096,1714,2 622,1758,710,1808,3 774,1770,1234,1822,4 601,1866,1090,1928,5 601,1966,1090,2036,6 13,2124,1749,2194,8 13,2208,1757,2308,9 1219,1316,1517,1366,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53473059.jpg 809,322,1065,381,0 809,425,1063,484,1 793,662,1423,737,2 798,794,910,851,3 1019,792,1530,860,5 798,932,1443,996,5 800,1057,1451,1145,6 21,1259,2454,1380,8 21,1395,2458,1522,9 1607,250,1960,320,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54854210.jpg 914,646,1283,716,0 911,786,1412,867,1 908,1102,1697,1186,2 916,1267,1093,1342,3 1182,1267,1504,1351,4 925,1429,1649,1516,5 919,1580,1674,1681,6 63,1798,2891,1952,8 63,1963,2891,2137,9 1926,478,2430,573,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SN14.jpg 975,2273,1201,2335,0 970,2382,1310,2448,1 970,2623,1588,2670,2 979,2745,1111,2807,3 1163,2740,1475,2807,4 1715,2160,2084,2240,7 960,2873,1583,2924,5 975,2981,1616,3047,6 309,3127,2322,3241,8 311,3269,2322,3410,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53409268.jpg 383,967,529,998,0 383,1022,599,1053,1 388,1135,683,1168,2 390,1201,456,1230,3 485,1195,679,1230,4 392,1259,685,1290,5 394,1314,690,1347,6 109,1380,1113,1431,8 107,1437,1117,1490,9 756,899,948,950,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SN10.jpg 458,1148,676,1182,0 463,1203,726,1240,1 471,1336,835,1376,2 469,1405,548,1447,3 588,1407,774,1445,4 471,1479,843,1529,5 474,1556,848,1609,6 18,1659,1386,1739,8 23,1752,1392,1853,9 922,1095,1150,1134,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54877174.jpg 639,1538,871,1579,0 625,1617,1234,1664,1 1195,1457,1482,1500,7 634,1805,1058,1857,2 636,1901,727,1951,3 768,1898,1078,1951,4 628,2004,1084,2059,5 631,2088,1090,2170,6 200,2226,1766,2296,8 200,2311,1766,2399,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53435795.jpg 703,396,844,425,0 700,455,895,488,1 698,587,1070,624,2 695,653,759,684,3 811,656,1007,700,4 687,728,1057,769,5 688,799,1061,852,6 302,891,1557,966,8 298,970,1560,1042,9 1127,354,1345,398,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53429530.jpg 655,531,847,578,0 643,607,923,649,1 640,758,983,801,2 638,831,712,868,3 766,836,951,877,4 628,918,995,956,5 628,985,997,1035,6 213,1086,1550,1167,8 212,1173,1555,1251,9 1142,491,1373,540,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53443863.jpg 576,316,796,365,0 576,396,884,444,1 555,567,1041,616,2 559,665,658,715,3 717,659,1019,722,4 557,758,1042,814,5 550,854,1053,922,6 13,971,1780,1082,8 11,1092,1777,1194,9 1181,230,1477,285,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54784602.jpg 916,482,1203,541,0 888,583,1254,640,1 883,816,1546,893,2 879,936,1002,1002,3 1103,945,1379,1015,4 857,1083,1497,1158,5 857,1217,1506,1309,6 43,1397,2515,1549,8 43,1560,2517,1724,9 1737,416,2103,484,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54790259.jpg 866,574,1087,623,0 861,671,1451,726,1 863,879,1372,941,2 872,980,978,1044,3 1039,983,1267,1044,4 870,1092,1390,1152,5 881,1184,1392,1252,6 278,1320,2118,1421,8 276,1432,2114,1533,9 1526,489,1848,550,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53518614.jpg 1239,451,1744,527,0 1242,589,1552,662,1 1253,871,1910,951,2 1253,1020,1408,1091,3 1500,1013,1818,1091,4 1268,1165,1943,1243,5 1270,1291,1962,1381,6 578,1468,2979,1589,8 576,1599,2974,1709,9 2185,305,2614,383,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54939810.jpg 366,230,484,257,0 698,192,868,218,7 368,280,541,310,1 370,383,632,410,2 371,437,415,463,3 455,438,592,469,4 371,492,616,521,5 372,544,615,581,6 74,616,981,663,8 73,668,980,716,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53428415.jpg 1244,766,1526,830,0 1244,892,1571,956,1 1221,1155,1839,1233,2 1227,1286,1339,1351,3 1448,1292,1756,1365,4 1205,1438,1870,1502,5 1202,1563,1859,1639,6 399,1759,2796,1888,8 396,1905,2799,2042,9 2092,688,2483,758,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54798329.jpg 680,1614,894,1658,0 686,1696,955,1743,1 1234,1512,1526,1579,7 698,1866,1119,1916,2 701,1963,792,2004,3 835,1957,1075,2004,4 696,2050,1172,2097,5 707,2132,1184,2194,6 256,2255,1784,2328,8 256,2331,1787,2410,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54886613.jpg 824,653,971,715,0 822,765,1164,833,1 833,1011,1412,1073,2 842,1147,962,1209,3 1050,1138,1348,1198,4 844,1270,1421,1331,5 850,1382,1429,1459,6 282,1533,2322,1630,8 282,1639,2322,1742,9 1614,524,2026,614,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53348180.jpg 590,1612,762,1655,0 593,1685,862,1732,1 590,1834,999,1881,2 590,1925,675,1966,3 715,1916,979,1960,4 593,2007,967,2045,5 593,2086,961,2135,6 155,2208,1582,2284,8 156,2296,1596,2375,9 1061,1544,1327,1591,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53440688.jpg 828,243,942,282,0 828,317,1334,358,1 819,464,1220,511,2 829,549,910,592,3 969,550,1150,590,4 825,634,1227,683,5 825,719,1235,772,6 323,848,1847,925,8 324,934,1846,1010,9 1324,214,1544,261,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53438654.jpg 980,610,1228,664,0 973,724,1465,789,1 988,963,1502,1029,2 967,1073,1065,1134,3 1173,1083,1432,1149,4 960,1206,1554,1281,5 962,1325,1559,1408,6 280,1487,2278,1590,8 282,1610,2285,1698,9 1719,570,2039,631,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53509371.jpg 1196,2548,1510,2614,0 1187,2676,1586,2752,1 1182,2961,1919,3052,2 1177,3114,1310,3199,3 1406,3118,1843,3204,4 1177,3280,1867,3366,5 1168,3423,1881,3527,6 373,3637,2961,3755,8 369,3779,2966,3912,9 2057,2429,2509,2519,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/passport_20SEN_204.jpg 966,399,1167,454,0 957,496,1381,547,1 959,695,1498,744,2 968,792,1061,843,3 1118,797,1624,854,4 946,900,1478,958,5 939,998,1480,1062,6 372,1128,2149,1227,8 370,1236,2149,1342,9 1599,346,1902,399,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SENE13.jpg 863,356,1233,434,0 859,497,1231,566,1 1804,189,2248,262,7 884,774,1585,846,2 920,922,1068,991,3 1152,915,1445,988,4 926,1058,1562,1139,5 930,1191,1583,1271,6 225,1365,2664,1491,8 225,1505,2672,1614,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SENE3.jpg 869,528,1036,562,0 867,587,1036,619,1 871,717,1213,750,2 872,788,926,821,3 977,784,1159,821,4 867,854,1189,897,5 869,920,1206,963,6 505,1017,1699,1081,8 502,1091,1701,1155,9 1282,475,1502,511,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54868452.jpg 601,1410,915,1465,0 601,1500,1023,1553,1 607,1693,1090,1752,2 607,1796,713,1854,3 765,1799,1140,1854,4 1219,1313,1532,1375,7 604,1898,1090,1951,5 610,1992,1111,2065,6 124,2124,1816,2208,8 121,2220,1816,2305,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54920478.jpg 780,478,962,541,0 780,605,1449,678,1 776,888,1495,956,2 791,1044,925,1103,3 1021,1031,1482,1101,4 791,1180,1565,1250,5 791,1318,1570,1415,6 34,1520,2535,1639,8 32,1652,2546,1786,9 1682,362,2077,445,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/55099337.jpg 1142,370,1372,432,0 1133,478,1517,533,1 1833,272,2202,337,7 1135,693,1708,748,2 1133,807,1276,862,3 1320,809,1550,868,4 1146,917,1647,974,5 1149,1020,1658,1090,6 594,1167,2460,1255,8 596,1270,2469,1367,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53520214.jpg 1132,710,1467,786,0 1129,847,1879,923,1 1123,1133,1974,1205,2 1129,1289,1308,1356,3 1400,1289,1753,1356,4 1123,1443,1862,1519,5 1129,1591,1862,1684,6 268,1818,2983,1941,8 268,1963,2986,2115,9 2072,581,2561,668,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/55109417.jpg 891,311,1147,379,0 889,439,1290,514,1 891,713,1553,790,2 898,863,1056,931,3 1125,858,1573,936,4 902,1011,1622,1081,5 906,1137,1615,1207,6 1785,192,2266,264,7 79,1309,2529,1446,8 76,1463,2538,1578,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53327122.jpg 1049,2301,1406,2377,0 1044,2429,1496,2515,1 1030,2714,1810,2805,2 1035,2862,1201,2947,3 1291,2876,1748,2966,4 1025,3033,1800,3123,5 1030,3175,1834,3285,6 190,3389,2877,3537,8 193,3556,2885,3741,9 1943,2205,2400,2277,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/passport_20SEN_203.jpg 820,414,1078,478,0 824,539,1221,594,1 820,785,1421,849,2 828,925,949,991,3 1037,917,1465,989,4 820,1064,1436,1132,5 815,1191,1451,1266,6 1655,285,2096,357,7 72,1373,2434,1487,8 72,1503,2443,1619,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53423473.jpg 892,653,1188,702,0 890,743,1278,800,1 1565,601,1868,658,7 859,934,1366,994,2 868,1031,971,1083,3 1046,1044,1386,1105,4 859,1154,1359,1224,5 850,1263,1410,1336,6 197,1417,2230,1533,8 192,1549,2232,1665,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53542293.jpg 1097,309,1412,361,0 1090,423,1445,489,1 1076,679,1718,752,2 1078,823,1232,897,3 1317,826,1706,899,4 1073,972,1825,1048,5 1066,1103,1834,1186,6 251,1321,2782,1444,8 251,1463,2782,1588,9 1948,219,2363,295,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53453010.jpg 339,1055,457,1083,0 339,1103,607,1132,1 330,1266,388,1294,3 424,1263,589,1303,4 330,1329,620,1362,5 330,1388,618,1430,6 5,1472,1079,1538,8 3,1551,1072,1617,9 681,1018,881,1051,7 332,1206,624,1241,2
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/55042015.jpg 323,133,413,153,0 322,172,453,197,1 617,94,772,117,7 316,258,531,279,2 315,302,358,322,3 389,304,496,325,4 310,352,536,377,5 309,398,544,429,6 77,457,878,503,8 76,507,878,560,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53452636.jpg 327,209,445,233,0 325,256,530,283,1 322,361,589,388,2 325,421,371,446,3 412,419,624,447,4 324,479,589,505,5 321,529,595,563,6 47,605,1008,658,8 46,664,1011,718,9 671,165,838,194,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53478788.jpg 688,314,819,348,0 689,375,908,415,1 692,512,1047,555,2 692,589,775,621,3 819,588,1034,626,4 699,663,1060,707,5 700,740,1060,794,6 257,850,1594,924,8 257,933,1592,1010,9 1141,261,1357,304,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53351172.jpg 1529,612,1828,679,0 1532,724,1893,797,1 1540,959,2094,1023,2 1535,1079,1649,1141,3 1725,1082,2142,1147,4 1535,1200,2119,1261,5 1554,1317,2133,1384,6 916,1482,3020,1589,8 922,1600,3020,1706,9 2273,503,2684,576,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54868722.jpg 424,1463,535,1498,0 418,1521,684,1556,1 861,1421,1095,1458,7 410,1657,806,1699,5 413,1728,479,1765,3 527,1731,840,1763,4 408,1805,808,1848,5 400,1879,819,1930,6 5,1991,1373,2068,8 0,2081,1378,2160,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53348432.jpg 829,348,1106,404,0 818,451,1411,506,1 801,664,1424,728,2 806,780,936,849,3 1041,791,1548,858,4 801,917,1418,986,5 803,1046,1442,1118,6 11,1235,2442,1358,8 11,1373,2441,1514,9 1591,321,1955,376,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54892128.jpg 817,555,1094,620,0 811,669,1002,730,1 787,912,1429,985,2 784,1042,923,1110,3 1006,1046,1394,1123,4 782,1187,1473,1255,5 787,1320,1484,1391,6 12,1496,2419,1636,8 12,1650,2425,1788,9 1633,476,1991,544,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/54795111.jpg 488,1238,631,1277,0 488,1306,764,1348,1 490,1446,823,1481,2 493,1519,565,1556,3 596,1521,778,1556,4 488,1596,830,1636,5 486,1659,835,1706,6 102,1748,1338,1820,8 102,1830,1340,1921,9 919,1172,1139,1212,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53363544.jpg 1101,402,1481,481,0 1107,539,1632,621,1 1129,836,1834,909,2 1137,993,1316,1068,3 1389,987,1781,1065,4 1143,1144,1946,1228,5 1146,1289,1946,1373,6 326,1493,2992,1633,8 326,1645,2997,1784,9 2063,248,2567,338,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53411876.jpg 714,384,1043,438,0 710,484,962,548,1 701,706,1254,768,2 692,816,774,871,3 874,822,1175,886,4 673,939,1223,998,5 675,1044,1210,1127,6 78,1200,2030,1294,8 74,1305,2026,1417,9 1414,324,1745,392,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SN13.jpg 730,1278,944,1331,0 736,1363,1149,1407,1 1295,1211,1611,1258,7 727,1547,1187,1597,2 724,1644,833,1699,3 871,1644,1193,1702,4 733,1746,1178,1799,5 739,1843,1195,1898,6 197,1980,1904,2065,8 200,2077,1910,2173,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/55116723.jpg 557,1457,786,1509,0 555,1553,824,1603,1 552,1752,1043,1808,2 557,1866,675,1913,3 736,1860,1169,1928,4 560,1974,1073,2033,5 569,2074,1090,2132,6 69,2223,1907,2296,8 69,2314,1913,2410,9 1204,1337,1547,1398,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/55072294.jpg 1325,752,1694,816,0 1314,895,1809,973,1 1336,1189,2049,1258,2 1344,1345,1495,1415,3 1596,1337,1907,1407,4 2284,612,2760,677,7 1333,1496,2030,1569,5 1347,1642,2049,1720,6 575,1832,3193,1961,8 570,1980,3196,2106,9
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53509749.jpg 641,277,958,329,0 640,371,965,434,1 641,577,1160,641,2 645,685,741,734,3 820,683,1036,732,4 646,791,1122,841,5 645,889,1132,953,6 82,1030,1900,1125,8 84,1137,1900,1243,9 1302,188,1598,262,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53432329.jpg 1266,749,1470,819,0 1249,903,2200,993,1 1252,1219,2030,1303,2 1252,1382,1400,1454,3 1515,1390,1870,1471,4 1238,1552,2030,1633,5 1238,1706,2018,1796,6 290,1936,3115,2081,8 293,2112,3115,2257,9 2284,660,2740,749,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53496491.jpg 940,436,1120,500,0 947,557,1155,623,1 927,816,1550,888,2 920,932,1059,994,3 1144,952,1565,1024,4 912,1070,1486,1143,5 914,1189,1508,1270,6 256,1327,2333,1454,8 254,1461,2329,1590,9 1734,394,2083,478,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/53510371.jpg 481,301,670,340,0 479,375,751,421,1 497,541,864,585,2 504,632,587,672,3 638,621,811,663,4 507,706,890,752,5 516,781,893,839,6 83,970,1516,1072,9 76,865,1525,960,8 1010,204,1273,250,7
ganeyi_detector_for_passport-PascalVOC-export/JPEGImages/SN9.jpg 1689,805,2210,928,0 1673,1038,2419,1165,1 1697,1536,2885,1670,2 1689,1793,1973,1915,3 2096,1785,2546,1927,4 1697,2049,3035,2188,5 1701,2286,3020,2448,6 342,2634,4536,2847,8 342,2871,4548,3084,9 3233,643,3947,809,7
